city|location|price|bedrooms|baths|size
Karachi|Bahria Apartments, Bahria Town Karachi|27500000|4|4|3600
Karachi|Bahria Apartments, Bahria Town Karachi|16000000|3|3|2700
Karachi|Bahria Paradise, Bahria Town Karachi|37500000|5|5|4500
Karachi|Bahria Sports City, Bahria Town Karachi|15500000|4|4|3150
Karachi|Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar|4300000|2|2|747
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|13500000|3|3|2115
Karachi|DHA Phase 1, DHA Defence|34000000|3|3|1080
Karachi|North Nazimabad - Block A, North Nazimabad|95000000|6|6|2700
Karachi|Gulshan-e-Iqbal - Block 17, Gulshan-e-Iqbal|13500000|3|3|1296
Karachi|Sadat-e-Amroha Coop Housing Society, Scheme 33|48500000|6|6|2160
Karachi|Saima Elite Villas, Malir|30000000|3|3|1080
Karachi|Saadi Town, Scheme 33|38000000|3|4|2160
Karachi|Saima Villas, Karachi Motorway|13500000|3|3|1440
Karachi|Saadi Town, Scheme 33|31000000|6|6|2160
Karachi|Saadi Town, Scheme 33|17500000|4|5|1080
Karachi|Saadi Town, Scheme 33|25000000|4|5|2160
Karachi|Saadi Town, Scheme 33|31000000|6|6|2160
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|12500000|3|3|2115
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|15500000|3|3|2115
Karachi|Bahria Town - Precinct 16, Bahria Town Karachi|24000000|4|4|2250
Karachi|Bahria Town - Precinct 16, Bahria Town Karachi|20500000|4|5|2448
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|17000000|3|4|1800
Karachi|Falcon Complex New Malir, Malir|90000000|5|5|4500
Karachi|Bahria Town - Precinct 19, Bahria Town Karachi|16500000|3|3|2250
Karachi|Bahria Town - Ali Block, Bahria Town - Precinct 12|14000000|3|4|1125
Karachi|Bahria Town - Ali Block, Bahria Town - Precinct 12|13000000|3|4|1125
Karachi|Bahria Town - Precinct 12, Bahria Town Karachi|12000000|3|4|1125
Karachi|Lakhani Fantasia, Scheme 33|5100000|1|1|450
Karachi|Bahria Town - Precinct 35, Bahria Sports City|16000000|4|4|3150
Karachi|Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal|11000000|2|2|900
Karachi|Gulshan-e-Iqbal - Block 13-D2, Gulshan-e-Iqbal|14500000|3|3|1251
Karachi|Gulshan-e-Iqbal - Block 17, Gulshan-e-Iqbal|16500000|4|4|1602
Karachi|Askari 5 - Sector J, Askari 5|36500000|3|3|2700
Karachi|Askari 5, Malir Cantonment|49000000|4|5|2997
Karachi|Saadi Town, Scheme 33|26500000|3|4|2160
Karachi|Saadi Town, Scheme 33|40000000|6|6|3600
Karachi|Saadi Town, Scheme 33|48000000|6|6|3600
Karachi|Saadi Town, Scheme 33|45000000|3|5|3600
Karachi|Sadat-e-Amroha Coop Housing Society, Scheme 33|28000000|3|5|2160
Karachi|Sadat-e-Amroha Coop Housing Society, Scheme 33|9500000|2|2|900
Karachi|Gulshan-e-Usman Housing Society, Karachi|15500000|4|6|1080
Karachi|Sadat-e-Amroha Coop Housing Society, Scheme 33|9500000|2|2|900
Karachi|Falcon Complex Faisal, Karachi|220000000|4|4|3150
Karachi|Falcon Complex New Malir, Malir|88500000|4|4|3150
Karachi|Falcon Complex New Malir, Malir|103000000|5|5|4500
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|13000000|3|3|2115
Karachi|Bahria Town - Precinct 19, Bahria Town Karachi|7500000|2|2|954
Karachi|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|16000000|3|3|1800
Karachi|Bahria Town - Precinct 8, Bahria Town Karachi|29000000|5|5|2448
Karachi|Bahria Hills, Bahria Town Karachi|65000000|5|5|4500
Karachi|Bahria Town - Ali Block, Bahria Town - Precinct 12|13000000|4|4|1125
Karachi|Bahria Heights, Bahria Town Karachi|5500000|2|2|1098
Karachi|Bahria Town - Precinct 12, Bahria Town Karachi|12000000|3|3|1125
Karachi|Bahria Town - Precinct 19, Bahria Town Karachi|6000000|2|2|954
Karachi|Askari 5, Malir Cantonment|41200000|3|3|2574
Karachi|Hansa Society, Scheme 33|22900000|4|5|1080
Karachi|Capital Cooperative Housing Society, Scheme 33 - Sector 35-A|25500000|4|4|1080
Karachi|DHA Phase 8 - Zone B, DHA Phase 8|165000000|6|6|4500
Karachi|DHA Phase 5, DHA Defence|160000000|6|6|9000
Karachi|Bahadurabad, Gulshan-e-Iqbal Town|55000000|4|5|2475
Karachi|Diamond Residency, Defence View Phase 2|8000000|2|2|684
Karachi|Zamzama Commercial Area, DHA Phase 5|11500000|3|3|1152
Karachi|Tariq Road, Karachi|7500000|2|2|576
Karachi|Garden East, Jamshed Town|14500000|2|2|999
Karachi|Bath Island, Karachi|45000000|4|5|2403
Karachi|Saddar Town, Karachi|15000000|3|3|1449
Karachi|DHA Phase 2, DHA Defence|420000000|7|6|9000
Islamabad|DHA Phase 2 - Sector A, DHA Defence Phase 2|112500000|6|6|4950
Islamabad|DHA Defence Phase 2, DHA Defence|107500000|5|6|4500
Islamabad|Bahria Enclave, Bahria Town|20000000|3|4|2452
Islamabad|F-7, Islamabad|340000000|6|6|5850
Islamabad|DHA Defence Phase 2, DHA Defence|105000000|6|6|4500
Islamabad|F-7/4, F-7|290000000|6|6|4500
Islamabad|MPCHS - Block F, MPCHS - Multi Gardens|15500000|4|4|1125
Islamabad|The Centaurus, F-8|210000000|4|4|4500
Islamabad|DHA Phase 2 - Sector B, DHA Defence Phase 2|129000000|5|7|4500
Islamabad|Bani Gala, Islamabad|25000000|5|6|1800
Islamabad|DHA Defence Phase 2, DHA Defence|168000000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|125000000|6|6|4500
Islamabad|Al-Ghurair Giga, DHA Defence Phase 2|6600000|1|1|608
Islamabad|Al-Ghurair Giga - Block 14, Al-Ghurair Giga|7200000|1|1|608
Islamabad|Al-Ghurair Giga, DHA Defence Phase 2|14000000|3|3|1395
Islamabad|Defence Residency, DHA Defence Phase 2|7200000|1|1|608
Islamabad|Bani Gala, Islamabad|33000000|4|6|2025
Islamabad|MPCHS - Multi Gardens, B-17|43000000|6|6|4500
Islamabad|G-13, Islamabad|86000000|6|0|3150
Islamabad|D-12, Islamabad|136000000|5|0|2250
Islamabad|B-17, Islamabad|22000000|4|0|1125
Islamabad|E-11, Islamabad|150000000|8|0|4500
Islamabad|G-9, Islamabad|70000000|5|5|3150
Islamabad|E-11, Islamabad|137500000|8|0|4500
Islamabad|F-11, Islamabad|45000000|3|4|2295
Islamabad|DHA Defence Phase 2, DHA Defence|109500000|6|6|4500
Islamabad|I-8, Islamabad|175000000|6|6|3150
Islamabad|Maheen Arcade, Bahria Enclave|19500000|2|2|1238
Islamabad|Mumtaz City, Islamabad|24700000|5|6|1125
Islamabad|Soan Garden - Block H, Soan Garden|40000000|6|6|2250
Islamabad|Park View City, Islamabad|39600000|2|3|1328
Islamabad|Ghauri Town Phase 5B, Ghauri Town|14500000|2|3|1350
Islamabad|Soan Garden - Block C, Soan Garden|25000000|4|4|1350
Islamabad|Eighteen, Kashmir Highway|45500000|4|5|2250
Islamabad|Shaheen Town Phase 1, Shaheen Town|18500000|5|5|1350
Islamabad|DHA Defence Phase 2, DHA Defence|149000000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|81500000|5|5|4500
Islamabad|Bani Gala, Islamabad|47000000|6|6|2250
Islamabad|PHAF Officers Residencia, Kuri Road|60000000|6|6|3150
Islamabad|I-14, Islamabad|35000000|5|6|1350
Islamabad|Gulberg Greens, Gulberg|5700000|1|1|472
Islamabad|Chak Shahzad, Islamabad|500000000|5|6|90000
Islamabad|E-11, Islamabad|180000000|7|0|4500
Islamabad|Bani Gala, Islamabad|170000000|5|5|4500
Islamabad|Mumtaz City, Islamabad|24000000|5|7|1575
Islamabad|B-17, Islamabad|15500000|5|6|1125
Islamabad|F-8/1, F-8|250000000|5|5|4500
Islamabad|F-8/2, F-8|270000000|6|6|5400
Islamabad|F-8/1, F-8|250000000|5|5|4500
Islamabad|DHA Defence Phase 2, DHA Defence|95000000|6|7|4500
Islamabad|DHA Defence Phase 2, DHA Defence|112500000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|109000000|6|6|4500
Islamabad|DHA Phase 2 - Sector F, DHA Defence Phase 2|105000000|5|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|158500000|8|6|4950
Islamabad|I-8, Islamabad|87500000|3|4|2700
Islamabad|Top City 1, Islamabad|15000000|2|0|1598
Islamabad|Top City 1, Islamabad|45000000|4|6|2250
Islamabad|PECHS - Block K Extension, PECHS|15500000|3|3|1800
Islamabad|Bahria Enclave, Bahria Town|31000000|0|0|1800
Islamabad|Bahria Enclave, Bahria Town|14500000|3|3|1688
Islamabad|DHA Defence Phase 2, DHA Defence|145000000|5|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|112500000|6|6|4500
Islamabad|Sukh Chayn Residence, F-10|73000000|2|2|1192
Islamabad|Sukh Chayn Residence, F-10|85000000|3|3|1957
Islamabad|Faisal Town - F-18, Islamabad|22500000|4|5|1125
Islamabad|Faisal Town - F-18, Islamabad|37500000|4|5|1800
Islamabad|G-10, Islamabad|143000000|6|6|720000
Islamabad|DHA Defence Phase 2, DHA Defence|105000000|6|7|4500
Islamabad|DHA Defence Phase 2, DHA Defence|116000000|6|7|4500
Islamabad|Police Foundation Housing Society, Islamabad|55000000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|85000000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|93500000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|105000000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|102500000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|105000000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|117000000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|117000000|6|6|4500
Islamabad|D-12/2, D-12|165000000|9|6|3150
Islamabad|DHA Defence Phase 5, DHA Defence|167500000|6|7|9000
Islamabad|DHA Defence Phase 2, DHA Defence|150000000|5|5|4500
Islamabad|DHA Phase 2 - Sector A, DHA Defence Phase 2|65000000|5|6|2250
Islamabad|F-11, Islamabad|25500000|2|2|1440
Islamabad|The Centaurus, F-8|171700000|3|5|2632
Islamabad|The Centaurus, F-8|196400000|2|4|3015
Islamabad|Bani Gala, Islamabad|50000000|7|6|4050
Islamabad|DHA Defence Phase 2, DHA Defence|114900000|5|6|4500
Islamabad|Bahria Garden City - Zone 5, Bahria Garden City|22500000|3|3|1125
Islamabad|F-11 Markaz, F-11|37500000|2|2|1710
Islamabad|DHA Phase 1 - Defence Villas, DHA Phase 1 - Sector F|35500000|3|4|2475
Islamabad|Gulberg, Islamabad|45000000|10|6|2250
Islamabad|F-11, Islamabad|200000000|7|6|4500
Islamabad|Karakoram Diplomatic Enclave, Islamabad|67500000|2|2|1642
Islamabad|DHA Defence Phase 2, DHA Defence|170000000|8|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|117500000|5|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|97500000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|57000000|4|5|2250
Islamabad|DHA Defence Phase 2, DHA Defence|79000000|6|7|4500
Islamabad|DHA Defence Phase 2, DHA Defence|85000000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|95000000|9|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|100000000|5|5|4500
Islamabad|DHA Defence Phase 2, DHA Defence|125000000|5|6|4500
Islamabad|Faisal Town Phase 1 - Block A, Faisal Town Phase 1|31000000|7|6|1800
Islamabad|DHA Defence Phase 2, DHA Defence|102500000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|105000000|6|6|4950
Islamabad|DHA Defence Phase 2, DHA Defence|155000000|7|6|4500
Islamabad|The Centaurus, F-8|74900000|1|1|1148
Islamabad|MPCHS - Block B, MPCHS - Multi Gardens|61500000|6|0|2250
Islamabad|G-11/1, G-11|82500000|6|6|1620
Islamabad|Faisal Town Phase 1 - Block A, Faisal Town Phase 1|41500000|5|0|1800
Islamabad|Faisal Town Phase 1 - Block A, Faisal Town Phase 1|28500000|4|5|1575
Islamabad|Bahria Enclave, Bahria Town|49000000|3|4|2250
Islamabad|F-6, Islamabad|320000000|5|5|7200
Islamabad|F-10, Islamabad|275000000|8|6|9000
Islamabad|F-10, Islamabad|195000000|6|6|4950
Islamabad|DHA Defence Phase 1, DHA Defence|76000000|5|6|3600
Islamabad|F-11 Markaz, F-11|45000000|3|3|3150
Islamabad|I-14, Islamabad|33500000|4|4|1575
Islamabad|DHA Defence Phase 2, DHA Defence|67500000|5|6|2250
Islamabad|DHA Defence Phase 2, DHA Defence|145000000|9|6|4500
Islamabad|Kuri Road, Islamabad|59000000|11|7|3150
Islamabad|Naval Anchorage - Block F, Naval Anchorage|65000000|6|6|3150
Islamabad|MPCHS - Block F, MPCHS - Multi Gardens|15500000|4|5|1125
Islamabad|DHA Defence Phase 2, DHA Defence|74900000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|110000000|5|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|105000000|5|6|4500
Islamabad|Maheen Arcade, Bahria Enclave|8858000|0|1|562
Islamabad|DHA Defence Phase 2, DHA Defence|139000000|5|6|4500
Islamabad|G-13, Islamabad|110000000|7|6|2700
Islamabad|I-16/3, I-16|11000000|3|3|1485
Islamabad|Bahria Enclave, Bahria Town|14500000|3|3|1688
Islamabad|Faisal Town Phase 1 - Block C, Faisal Town Phase 1|24000000|4|4|1125
Islamabad|F-10, Islamabad|290000000|6|6|9000
Islamabad|Bahria Enclave, Bahria Town|54000000|5|6|2250
Islamabad|F-10/1, F-10|190000000|6|6|4500
Islamabad|G-13/3, G-13|67000000|5|6|1575
Islamabad|F-6, Islamabad|750000000|6|6|10800
Islamabad|F-6/3, F-6|550000000|5|6|9900
Islamabad|Bahria Enclave - Sector H, Bahria Enclave|23500000|3|5|1125
Islamabad|Sukh Chayn Residence, F-10|85000000|3|4|1957
Islamabad|Bani Gala, Islamabad|180000000|5|6|18000
Islamabad|Bani Gala, Islamabad|85000000|8|0|4500
Islamabad|Bani Gala, Islamabad|67000000|5|5|4500
Islamabad|DHA Phase 5 - Sector H, DHA Defence Phase 5|167500000|5|5|6300
Islamabad|DHA Defence Phase 2, DHA Defence|139000000|7|6|4950
Islamabad|DHA Defence Phase 2, DHA Defence|129000000|5|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|85000000|5|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|115000000|5|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|81500000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|115000000|5|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|114900000|5|6|4500
Islamabad|DHA Valley - Oleander Sector, DHA Valley|13000000|4|3|1800
Islamabad|DHA Defence Phase 2, DHA Defence|105000000|6|6|4500
Islamabad|Bahria Enclave, Bahria Town|8858000|0|1|562
Islamabad|Eighteen, Kashmir Highway|22000000|1|1|990
Islamabad|Eighteen, Kashmir Highway|140000000|4|5|4500
Islamabad|G-13/2, G-13|63000000|6|6|1575
Islamabad|DHA Defence Phase 1, DHA Defence|80000000|9|6|4500
Islamabad|E-11, Islamabad|12500000|1|2|900
Islamabad|E-11, Islamabad|12600000|1|1|1148
Islamabad|E-11, Islamabad|31000000|2|2|1710
Islamabad|Bahria Enclave, Bahria Town|24000000|3|4|1125
Islamabad|DHA Defence Phase 2, DHA Defence|105000000|5|6|4500
Islamabad|Bani Gala, Islamabad|50000000|7|0|4050
Islamabad|DHA Phase 1 - Sector B, DHA Defence Phase 1|80000000|6|6|4500
Islamabad|DHA Phase 2 - Sector A, DHA Defence Phase 2|103000000|5|7|4500
Islamabad|Apollo Towers, E-11/4|16800000|2|2|1260
Islamabad|Capital Residencia, Margalla Hills-2|13500000|1|1|698
Islamabad|DHA Defence Phase 2, DHA Defence|155000000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|115000000|7|6|4500
Islamabad|G-6, Islamabad|60000000|5|5|2205
Islamabad|G-6, Islamabad|100000000|5|5|2498
Islamabad|DHA Defence Phase 2, DHA Defence|112500000|6|7|4950
Islamabad|DHA Defence Phase 2, DHA Defence|125000000|6|7|4500
Islamabad|DHA Defence Phase 2, DHA Defence|100000000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|140000000|9|7|4500
Islamabad|Eighteen, Kashmir Highway|650000000|7|6|36000
Islamabad|DHA Defence Phase 2, DHA Defence|149000000|7|6|6750
Islamabad|Bahria Enclave - Sector N, Bahria Enclave|21000000|3|4|1125
Islamabad|Bahria Enclave, Bahria Town|14400000|1|1|878
Islamabad|DHA Defence Phase 2, DHA Defence|125000000|6|6|4500
Islamabad|F-7, Islamabad|360000000|5|6|5850
Islamabad|D-12, Islamabad|200000000|9|7|4500
Islamabad|Bahria Enclave - Sector H, Bahria Enclave|26000000|3|4|1125
Islamabad|Bani Gala, Islamabad|22000000|4|5|1800
Islamabad|Pir Sohawa Road, Pir Sohawa|12500000|2|1|1125
Islamabad|Bahria Enclave, Bahria Town|58000000|7|6|2250
Islamabad|Bahria Enclave, Bahria Town|54500000|5|6|2250
Islamabad|E-11/4, E-11|7300000|0|1|405
Islamabad|Ghauri Town Phase 4B, Ghauri Town|17000000|5|6|1125
Islamabad|Ghauri Town Phase 5B, Ghauri Town|26500000|6|7|1575
Islamabad|18 West Residencia, F-11/1|36000000|2|3|2002
Islamabad|I-8/1, I-8|19500000|3|2|1462
Islamabad|G-15/1, G-15|28000000|4|4|1800
Islamabad|DHA Defence Phase 2, DHA Defence|145000000|5|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|92000000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|117000000|5|6|4500
Islamabad|PWD Housing Society - Block D, PWD Housing Scheme|26000000|5|5|1125
Islamabad|F-10, Islamabad|450000000|8|6|9000
Islamabad|E-11/4, E-11|175000000|9|6|4500
Islamabad|D-12, Islamabad|52500000|3|4|990
Islamabad|Bahria Enclave, Bahria Town|20000000|3|3|2452
Islamabad|The Galleria, Bahria Enclave|14500000|3|3|1688
Islamabad|I-8/3, I-8|127500000|9|0|2790
Islamabad|DHA Phase 2 - Sector B, DHA Defence Phase 2|129000000|5|7|4500
Islamabad|Sukh Chayn Residence, F-10|90000000|3|3|1957
Islamabad|Diplomatic Enclave, Islamabad|65000000|2|2|1710
Islamabad|Faisal Town - F-18, Islamabad|23900000|7|6|1125
Islamabad|Naval Anchorage, Islamabad|65000000|6|6|3150
Islamabad|Naval Anchorage, Islamabad|87500000|6|0|4500
Islamabad|MPCHS - Block C1, MPCHS - Multi Gardens|23500000|5|6|2272
Islamabad|Bahria Enclave, Bahria Town|39000000|4|5|2250
Islamabad|DHA Defence Phase 2, DHA Defence|140000000|9|7|4500
Islamabad|Soan Garden - Block H, Soan Garden|25000000|6|6|1350
Islamabad|Soan Garden - Block H, Soan Garden|28000000|3|3|2250
Islamabad|Ghauri Town Phase 5B, Ghauri Town|30000000|7|7|1575
Islamabad|Zarkon Heights, G-15|21200000|3|3|1552
Islamabad|Gulberg Greens, Gulberg|3200000|0|1|338
Islamabad|E-11, Islamabad|120000000|7|6|4500
Islamabad|F-11, Islamabad|85000000|5|6|2250
Islamabad|F-11/3, F-11|200000000|6|6|4500
Islamabad|E-11/2, E-11|155000000|8|6|4500
Islamabad|E-11, Islamabad|45000000|4|5|1238
Islamabad|E-11/1, E-11|90000000|6|6|2790
Islamabad|F-10, Islamabad|340000000|6|6|9000
Islamabad|G-6, Islamabad|175000000|5|6|4950
Islamabad|Bahria Enclave - Sector C1, Bahria Enclave|19500000|2|2|1238
Islamabad|Bahria Enclave - Sector I, Bahria Enclave|21000000|3|4|1125
Islamabad|Bahria Enclave - Sector N, Bahria Enclave|22500000|3|3|1125
Islamabad|Bahria Enclave - Sector N, Bahria Enclave|35000000|5|5|1800
Islamabad|Maheen Arcade, Bahria Enclave|14400000|1|1|878
Islamabad|DHA Defence Phase 2, DHA Defence|135000000|5|6|4500
Islamabad|G-7/1, G-7|32500000|3|2|1372
Islamabad|Jinnah Gardens, FECHS|55000000|6|6|2700
Islamabad|DHA Defence Phase 1, DHA Defence|85000000|5|7|3600
Islamabad|G-14/4, G-14|102500000|6|6|2250
Islamabad|I-12/1, I-12|5500000|2|2|878
Islamabad|I-12/1, I-12|4187000|2|2|720
Islamabad|Sukh Chayn Residence, F-10|110000000|3|3|2002
Islamabad|Capital Resorts, E-11/4|12500000|2|2|1102
Islamabad|Gulberg Greens - Block A, Gulberg Greens|380000000|8|7|24300
Islamabad|Bahria Garden City, Bahria Town|300000000|5|5|17100
Islamabad|Bani Gala, Islamabad|120000000|8|6|7650
Islamabad|E-11/4, E-11|60000000|4|6|2272
Islamabad|F-10/4, F-10|160000000|5|6|4950
Islamabad|F-11, Islamabad|185000000|6|6|5850
Islamabad|F-11/1, F-11|150000000|6|6|4500
Islamabad|F-10, Islamabad|400000000|8|6|10800
Islamabad|F-10, Islamabad|180000000|4|4|4500
Islamabad|E-11/2, E-11|70000000|7|6|1575
Islamabad|E-11, Islamabad|140000000|10|6|4500
Islamabad|I-8/3, I-8|165000000|6|6|3150
Islamabad|I-8/3, I-8|130000000|8|0|3195
Islamabad|F-7, Islamabad|430000000|6|7|5850
Islamabad|DHA Defence Phase 2, DHA Defence|155000000|6|6|4500
Islamabad|Maheen Arcade, Bahria Enclave|12400000|1|1|788
Islamabad|G-15, Islamabad|11300000|2|2|1642
Islamabad|MPCHS - Multi Gardens, B-17|52500000|6|6|2250
Islamabad|B-17, Islamabad|52000000|6|6|2250
Islamabad|MPCHS - Multi Gardens, B-17|48000000|6|6|2250
Islamabad|Faisal Margalla City, B-17|21500000|5|5|1125
Islamabad|I-12/1, I-12|5917000|2|2|878
Islamabad|I-12/1, I-12|5200000|2|2|720
Islamabad|E-7, Islamabad|350000000|4|3|4950
Islamabad|F-7, Islamabad|250000000|5|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|61500000|5|5|2250
Islamabad|PWD Housing Society - Block D, PWD Housing Scheme|26000000|5|5|1125
Islamabad|I-10/2, I-10|28500000|3|3|1350
Islamabad|F-11, Islamabad|230000000|6|6|5850
Islamabad|E-11/2, E-11|75000000|5|6|1800
Islamabad|Sukh Chayn Residence, F-10|90000000|3|4|1957
Islamabad|E-11, Islamabad|120000000|10|6|4500
Islamabad|E-11, Islamabad|165000000|10|6|4500
Islamabad|F-7, Islamabad|450000000|5|6|9000
Islamabad|Jinnah Gardens, FECHS|4000000|2|2|810
Islamabad|Jinnah Gardens Phase 1, Jinnah Gardens|16500000|2|3|1350
Islamabad|G-6/2, G-6|85000000|5|5|2250
Islamabad|Bahria Enclave - Sector N, Bahria Enclave|24500000|3|4|1125
Islamabad|DHA Defence Phase 2, DHA Defence|168000000|6|7|4500
Islamabad|DHA Defence Phase 2, DHA Defence|168000000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|116500000|6|7|4500
Islamabad|MPCHS - Block F, MPCHS - Multi Gardens|17500000|3|4|1125
Islamabad|F-8/1, F-8|290000000|7|6|4950
Islamabad|Bahria Enclave, Bahria Town|95000000|5|6|4500
Islamabad|Faisal Town - F-18, Islamabad|38000000|6|6|1800
Islamabad|Pakistan Town - Phase 2, Pakistan Town|3000000|1|1|270
Islamabad|I-12/1, I-12|6800000|2|2|878
Islamabad|DHA Defence Phase 2, DHA Defence|125000000|5|7|4500
Islamabad|I-10/4, I-10|30000000|4|4|1125
Islamabad|I-10/4, I-10|47000000|5|5|1148
Islamabad|I-10, Islamabad|30000000|4|4|1148
Islamabad|I-10/4, I-10|30000000|4|4|1148
Islamabad|I-10, Islamabad|62500000|7|7|1508
Islamabad|Jinnah Gardens Phase 1, Jinnah Gardens|13000000|2|2|1125
Islamabad|DHA Defence Phase 2, DHA Defence|95000000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|87500000|6|6|4500
Islamabad|El Cielo, GT Road|14000000|3|3|1395
Islamabad|G-13, Islamabad|100000000|6|6|3195
Islamabad|G-13, Islamabad|65000000|5|6|1800
Islamabad|G-13/4, G-13|40000000|4|5|990
Islamabad|I-8/2, I-8|115000000|6|6|2790
Islamabad|DHA Defence Phase 2, DHA Defence|107000000|6|7|4500
Islamabad|DHA Defence Phase 2, DHA Defence|125000000|6|6|4500
Islamabad|I-8/3, I-8|135000000|6|6|3150
Islamabad|Islamabad Heights, G-15/4|16000000|3|2|1890
Islamabad|DHA Defence Phase 2, DHA Defence|168000000|7|6|4500
Islamabad|Top City 1 - Block B, Top City 1|5600000|1|1|540
Islamabad|Top City 1 - Block B, Top City 1|7500000|2|2|698
Islamabad|Top City 1 - Block B, Top City 1|7500000|1|1|698
Islamabad|Top City 1 - Block B, Top City 1|5600000|1|1|540
Islamabad|Mumtaz City, Islamabad|7500000|1|1|698
Islamabad|F-6, Islamabad|1200000000|11|6|18000
Islamabad|DHA Defence Phase 2, DHA Defence|117000000|6|6|4500
Islamabad|I-10/2, I-10|35000000|4|4|1350
Islamabad|I-10, Islamabad|35000000|4|4|1350
Islamabad|I-10, Islamabad|40000000|4|4|1350
Islamabad|I-10, Islamabad|24500000|4|3|990
Islamabad|I-10, Islamabad|23000000|5|3|990
Islamabad|I-11/2, I-11|40000000|5|6|1125
Islamabad|Bani Gala, Islamabad|35000000|7|0|2250
Islamabad|Bani Gala, Islamabad|35000000|4|6|2475
Islamabad|Bani Gala, Islamabad|17000000|5|6|1575
Islamabad|Bani Gala, Islamabad|32500000|5|6|2475
Islamabad|Bani Gala, Islamabad|10000000|2|2|1125
Islamabad|Bani Gala, Islamabad|165000000|0|0|13500
Islamabad|Bani Gala, Islamabad|27000000|5|6|1800
Islamabad|Bahria Enclave, Bahria Town|14500000|2|3|1688
Islamabad|Bahria Enclave, Bahria Town|14500000|3|3|1688
Islamabad|E-16/3, E-16|30000000|6|6|2025
Islamabad|DHA Defence Phase 2, DHA Defence|169000000|7|6|4500
Islamabad|Top City 1 - Block A, Top City 1|40000000|5|5|2250
Islamabad|Mumtaz City, Islamabad|5600000|1|1|540
Islamabad|Doctors Housing Society, Islamabad|70000000|6|6|4500
Islamabad|Faisal Town - F-18, Islamabad|5500000|1|1|495
Islamabad|I-10, Islamabad|23500000|5|4|900
Islamabad|H-13, Islamabad|7500000|2|2|450
Islamabad|G-6, Islamabad|400000000|5|6|10800
Islamabad|Bahria Enclave, Bahria Town|27000000|3|4|1125
Islamabad|I-10/4, I-10|55000000|5|5|1350
Islamabad|Luxus Mall and Residency, Gulberg Greens - Block B|17200000|2|2|1058
Islamabad|I-8/4, I-8|140000000|10|6|3375
Islamabad|I-8/2, I-8|120000000|9|6|2812
Islamabad|D-12/3, D-12|320000000|10|6|5400
Islamabad|Bani Gala, Islamabad|21000000|3|4|2250
Islamabad|DHA Defence Phase 2, DHA Defence|115000000|5|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|85000000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|140000000|5|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|92500000|6|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|119000000|5|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|139000000|5|6|4500
Islamabad|DHA Defence Phase 2, DHA Defence|150000000|5|5|4500
Islamabad|I-8/3, I-8|117500000|9|7|2700
Islamabad|DHA Defence Phase 2, DHA Defence|105000000|6|6|4500
Islamabad|G-9/1, G-9|110000000|6|6|3150
